Source Name	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[cell line]	Term Source REF	Term Accession Number	Characteristics[morphology]	Term Source REF	Term Accession Number	Protocol REF	Parameter Value[plate identifier]	Term Source REF	Term Accession Number	Parameter Value[well coordinate]	Term Source REF	Term Accession Number	Parameter Value[actual dose]	Unit	Term Source REF	Term Accession Number	Sample Name	Factor Value[compound]	Term Source REF	Term Accession Number	Factor Value[discretized dose]	Term Source REF	Term Accession Number	Factor Value[dose]	Unit	Term Source REF	Term Accession Number	Factor Value[timepoint]	Unit	Term Source REF	Term Accession Number
<184B5>-<CK1>-plate5-E05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			E05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-E05	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-E06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			E06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-E06	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-E07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			E07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-E07	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-E08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			E08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-E08	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-E09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			E09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-E09	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-E10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			E10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-E10	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-E11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			E11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-E11	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-E12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			E12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-E12	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F01	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F02	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F03	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F04	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F05	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F06	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F07	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F08	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F09	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F10	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F11	IFN-_ - Interferon-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-F12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			F12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-F12	IFN-_ - Interferon-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G01	TNF-_ - Tumor Necrosis Factor-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G02	TNF-_ - Tumor Necrosis Factor-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G03	TNF-_ - Tumor Necrosis Factor-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G04	TNF-_ - Tumor Necrosis Factor-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G05	TNF-_ - Tumor Necrosis Factor-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G06	TNF-_ - Tumor Necrosis Factor-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G07	TNF-_ - Tumor Necrosis Factor-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G08	TNF-_ - Tumor Necrosis Factor-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G09	TNF-_ - Tumor Necrosis Factor-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G10	TNF-_ - Tumor Necrosis Factor-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G11	TNF-_ - Tumor Necrosis Factor-_			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-G12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			G12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-G12	TNF-_ - Tumor Necrosis Factor-_			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H01	IL-2 - Interleukin 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H02	IL-2 - Interleukin 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H03	IL-2 - Interleukin 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H04	IL-2 - Interleukin 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H05	IL-2 - Interleukin 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H06	IL-2 - Interleukin 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H07	IL-2 - Interleukin 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H08	IL-2 - Interleukin 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H09	IL-2 - Interleukin 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H10	IL-2 - Interleukin 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H11	IL-2 - Interleukin 2			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK1>-plate5-H12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK1>-plate5			H12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK1>-plate5-H12	IL-2 - Interleukin 2			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
#comment line to indicate start of a new plate																																			
<184B5>-<CK2>-plate6-A01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A01	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A02	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A03	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A04	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A05	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A06	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A07	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A08	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A09	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A10	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A11	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A11			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A11	LPS - Lipopolysaccharide			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-A12	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			A12			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-A12	LPS - Lipopolysaccharide			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B01	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B01			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B01	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B02	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B02			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B02	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B03	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B03			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B03	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B04	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B04			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B04	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B05	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B05			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B05	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B06	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B06			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B06	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	90	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B07	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B07			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B07	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B08	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B08			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B08	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	10	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B09	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B09			1	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B09	IL-1 - Interleukin 1			low dose	OBI	OBI:112	1	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
<184B5>-<CK2>-plate6-B10	Homo sapiens	NCBITaxon	ncbitax:NCBITaxon_9606	184B5 cell	CLO	obo:CLO_0001138				sample collection	<184B5>-<CK2>-plate6			B10			100	nanogram per milliliter	UO	UO:0000275	<184B5>-<CK2>-plate6-B10	IL-1 - Interleukin 1			high dose	OBI	OBI:113	100	nanogram per milliliter	UO	UO:0000275	30	minute	UO	UO:0000031
