"Sample Name"	"Protocol REF"	"Protocol REF"	"Protocol REF"	"Labeled Sample Name"	"Label"	"Term Source REF"	"Term Accession Number"	"Assay Name"	"Protocol REF"	"Parameter Value[cellular component]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[emission wavelength]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Parameter Value[microscopy instrument]"	"Term Source REF"	"Term Accession Number"	"Parameter Value[optical path]"	"Parameter Value[detector voltage]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Image File"	"Raw Data File"	"Protocol REF"	"Parameter Value[software]"	"Term Source REF"	"Term Accession Number"	"Data Transformation Name"	"Derived Data File"	"Factor Value[compound]"	"Term Source REF"	"Term Accession Number"	"Factor Value[dose]"	"Unit"	"Term Source REF"	"Term Accession Number"	"Factor Value[timepoint]"	"Unit"	"Term Source REF"	"Term Accession Number"
"<SKBR3>-<CK1>-plate5-H06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H06"	"r-a-STAT1;m-a-NF-kB -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H06"	"data collection"	"STAT1"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H06-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4533"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H06"	"r-a-STAT1;m-a-NF-kB -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H06"	"data collection"	"NF-kB"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H06-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4535"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H06"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H06"	"r-a-STAT1;m-a-NF-kB -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H06"	"data collection"	"STAT1"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H06-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4536"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H07"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H07-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4538"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H07"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H07"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H07-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4539"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H07"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H07-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4541"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H07"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H07"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H07-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4542"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H07"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H07-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4544"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H07"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H07"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H07-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4545"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H07"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H07"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H07-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4547"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H07"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H07"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H07"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H07-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4548"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H08"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H08-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4550"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H08"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H08"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H08-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4551"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H08"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H08-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4553"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H08"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H08"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H08-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4554"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H08"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H08-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4556"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H08"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H08"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H08-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4557"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H08"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H08"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H08-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4559"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H08"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H08"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H08"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H08-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4560"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H09"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H09-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4562"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H09"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H09"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H09-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4563"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H09"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H09-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4565"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H09"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H09"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H09-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4566"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H09"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H09-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4568"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H09"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H09"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H09-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4569"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H09"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H09"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H09-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4571"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H09"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H09"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H09"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H09-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4572"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H10"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H10-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4574"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H10"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H10"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H10-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4575"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H10"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H10-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4577"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H10"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H10"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H10-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4578"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H10"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H10-488nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4580"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H10"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H10"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H10-647nm-site3.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4581"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H10"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H10"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H10-488nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4583"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H10"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H10"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H10"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H10-647nm-site4.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4584"	""	"IL-2 - Interleukin 2"	""	""	"100"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H11"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H11"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H11-488nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4586"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H11"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H11"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H11-647nm-site1.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4587"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H11"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H11"	"data collection"	"phosphorylated Erk"	"PRO"	""	"488"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H11-488nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4589"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
"<SKBR3>-<CK1>-plate5-H11"	"sample fixing"	"staining"	"labeling"	"<SKBR3>-<CK1>-plate5-H11"	"r-a-STAT3;m-a-pErk -- d-a-r 647; d-a-m 488"	""	""	"<SKBR3>-<CK1>-plate5-H11"	"data collection"	"STAT3"	"PRO"	""	"647"	"nanometer"	"UO"	"UO:0000018"	" Applied Precision/GE ImagewoRx"	""	""	""	""	""	""	""	"<SKBR3>-<CK1>-plate5-H11-647nm-site2.TIFF"	""	"image analysis"	"ImageRail"	""	""	"IA4590"	""	"IL-2 - Interleukin 2"	""	""	"1"	"nanogram per milliliter"	"UO"	"UO:0000275"	""	"minute"	"UO"	"UO:0000031"
